id,token,pos,class,meaning,idiomliteral
,by,IN,,,
,abolishing,VBG,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4383,There,EX,Metaphor,,
,is,VBZ,,,
,an,DT,,,
,argument,NN,,,
,for,IN,,,
,slashing,VBG,,,
,costs,NNS,,,
,by,IN,,,
,abolishing,VBG,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4384,he,PRP,Metaphor,,
,had,VBD,,,
,his,PRP$,,,
,PhD,NNP,,,
,stolen,VBN,,,
,-,:,,,
,all,PDT,,,
,the,DT,,,
,manuscripts,NNS,,,
,",",",",,,
,notes,NNS,,,
,",",",",,,
,card,NN,,,
,indexes,NNS,,,
,",",",",,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4385,the,DT,Metaphor,,
,stylist,NN,,,
,fussing,VBG,,,
,about,IN,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4386,you,PRP,Metaphor,,
,ca,MD,,,
,n't,RB,,,
,buy,VB,,,
,much,JJ,,,
,useful,JJ,,,
,kit,NN,,,
,till,IN,,,
,you,PRP,,,
,can,MD,,,
,afford,VB,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4387,consider,VB,Metaphor,,
,the,DT,,,
,Highgate,NNP,,,
,Society,NNP,,,
,'s,POS,,,
,plan,NN,,,
,to,TO,,,
,move,VB,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
4388,building,VBG,Metaphor,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,of,IN,,,
,channels,NNS,,,
4389,we,PRP,Metaphor,,
,did,VBD,,,
,n't,RB,,,
,know,VB,,,
,that,DT,,,
,so,IN,,,
,we,PRP,,,
,took,VBD,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,down,RB,,,
,to,TO,,,
,the,DT,,,
,local,JJ,,,
,computer,NN,,,
,shop,NN,,,
4390,we,PRP,Metaphor,,
,took,VBD,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,down,RB,,,
,to,TO,,,
,the,DT,,,
,local,JJ,,,
,computer,NN,,,
,shop,NN,,,
4391,so,RB,Metaphor,,
,for,IN,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,",",",",,,
,hotel,NN,,,
,fees,NNS,,,
,including,VBG,,,
,most,JJS,,,
,meals,NNS,,,
,will,MD,,,
,total,VB,,,
,£,JJ,,,
,1394,CD,,,
4392,he,PRP,Metaphor,,
,proceeded,VBD,,,
,to,TO,,,
,cast,VB,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,miles,NNS,,,
,out,RP,,,
,to,TO,,,
,sea,VB,,,
4393,she,PRP,Metaphor,,
,left,VBD,,,
,the,DT,,,
,whole,JJ,,,
,caboodle,NN,,,
,in,IN,,,
,a,DT,,,
,slow,JJ,,,
,oven,NN,,,
4394,in,IN,Metaphor,in collusion,
,cahoots,NNS,,,
4395,Some,DT,Metaphor,,
,dealers,NNS,,,
,tried,VBD,,,
,to,TO,,,
,convey,VB,,,
,the,DT,,,
,FALSE,JJ,,,
,impression,NN,,,
,that,IN,,,
,the,DT,,,
,two,CD,,,
,markets,NNS,,,
,were,VBD,,,
,in,IN,,,
,cahoots,NNS,,,
4396,the,DT,Metaphor,,
,two,CD,,,
,markets,NNS,,,
,were,VBD,,,
,in,IN,,,
,cahoots,NNS,,,
4397,he,PRP,Metaphor,,
,was,VBD,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,the,DT,,,
,one,NN,,,
,who,WP,,,
,got,VBD,,,
,in,IN,,,
,through,IN,,,
,a,DT,,,
,skylark,NN,,,
4398,the,DT,Metaphor,,
,Irish,JJ,,,
,Presbyterian,NNP,,,
,Church,NNP,,,
,that,WDT,,,
,was,VBD,,,
,operating,VBG,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,O'Neill,NNP,,,
4399,I,PRP,Metaphor,,
,even,RB,,,
,found,VBD,,,
,it,PRP,,,
,difficult,JJ,,,
,to,TO,,,
,believe,VB,,,
,that,IN,,,
,she,PRP,,,
,had,VBD,,,
,ever,RB,,,
,been,VBN,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Mr,NNP,,,
,Broadhurst,NNP,,,
4400,she,PRP,Metaphor,,
,had,VBD,,,
,been,VBN,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Mr,NNP,,,
,Broadhurst,NNP,,,
4401,several,JJ,Metaphor,,
,years,NNS,,,
,ago,RB,,,
,he,PRP,,,
,had,VBD,,,
,",",",",,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Nicholas,NNP,,,
,Ridley,NNP,,,
4402,in,IN,Metaphor,,
,many,JJ,,,
,booths,NNS,,,
,the,DT,,,
,presiding,VBG,,,
,officer,NN,,,
,is,VBZ,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,the,DT,,,
,capturers,NNS,,,
4403,the,DT,Metaphor,,
,ULFA,NNP,,,
,is,VBZ,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,the,DT,,,
,Asom,NNP,,,
,Gana,NNP,,,
,Parishad,NNP,,,
4404,the,DT,Metaphor,,
,Fender,NNP,,,
,Custom,NNP,,,
,Shop,NNP,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Satriani,NNP,,,
4405,A,DT,Metaphor,,
,supermarket,NN,,,
,assistant,NN,,,
,",",",",,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,a,DT,,,
,customer,NN,,,
,",",",",,,
,wrapped,VBD,,,
,goods,NNS,,,
,and,CC,,,
,deliberately,RB,,,
,understated,VBD,,,
,the,DT,,,
,price,NN,,,
4406,Are,VBP,Metaphor,,
,they,PRP,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,that,DT,,,
,mad,JJ,,,
,biker,NN,,,
,From,IN,,,
,Leicester,NNP,,,
,?,.,,,
4407,he,PRP,Metaphor,,
,has,VBZ,,,
,to,TO,,,
,convince,VB,,,
,people,NNS,,,
,that,IN,,,
,he,PRP,,,
,was,VBD,,,
,not,RB,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Mr,NNP,,,
,Serrano,NNP,,,
4408,he,PRP,Metaphor,,
,was,VBD,,,
,not,RB,,,
,in,IN,,,
,cahoots,NNS,,,
,with,IN,,,
,Mr,NNP,,,
,Serrano,NNP,,,
4409,Such,JJ,Metaphor,,
,led,VBD,,,
,greens,NNS,,,
,to,TO,,,
,suspect,VB,,,
,that,IN,,,
,they,PRP,,,
,had,VBD,,,
,been,VBN,,,
,in,IN,,,
,cahoots,NNS,,,
4410,a,DT,Metaphor,something easily achieved,Yes
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4411,It,PRP,Metaphor,,
,'s,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,for,IN,,,
,you,PRP,,,
4412,reclaiming,VBG,Metaphor,,
,the,DT,,,
,pendant,NN,,,
,had,VBD,,,
,been,VBN,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4413,he,PRP,Metaphor,,
,claimed,VBD,,,
,it,PRP,,,
,would,MD,,,
,be,VB,,,
,a,DT,,,
,``,``,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,'','',,,
,getting,VBG,,,
,"100,000",CD,,,
,units,NNS,,,
,out,IN,,,
,the,DT,,,
,door,NN,,,
,in,IN,,,
,the,DT,,,
,next,JJ,,,
,year,NN,,,
4414,he,PRP,Metaphor,,
,claimed,VBD,,,
,it,PRP,,,
,would,MD,,,
,be,VB,,,
,a,DT,,,
,``,``,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,'','',,,
4415,My,PRP$,Metaphor,,
,task,NN,,,
,was,VBD,,,
,``,``,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,'','',,,
,",",",",,,
,comparatively,RB,,,
4416,My,PRP$,Metaphor,,
,task,NN,,,
,was,VBD,,,
,``,``,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,'','',,,
4417,it,PRP,Metaphor,,
,was,VBD,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,compared,VBN,,,
,with,IN,,,
,Bones,NNS,,,
4418,Landing,VBG,Metaphor,,
,on,IN,,,
,the,DT,,,
,beach,NN,,,
,at,IN,,,
,Barra,NNP,,,
,is,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,.,.,,,
4419,he,PRP,Metaphor,,
,found,VBD,,,
,that,IN,,,
,it,PRP,,,
,was,VBD,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,to,TO,,,
,sack,VB,,,
,Rome,NNP,,,
4420,Landing,VBG,Metaphor,,
,on,IN,,,
,the,DT,,,
,beach,NN,,,
,at,IN,,,
,Barra,NNP,,,
,is,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,for,IN,,,
,Captain,NNP,,,
,Bob,NNP,,,
4421,Glacier,NNP,Metaphor,,
,walking,NN,,,
,is,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4422,Climb,NN,Metaphor,,
,when,WRB,,,
,you,PRP,,,
,'re,VBP,,,
,ready,JJ,,,
,Ben…,NNP,,,
,it,PRP,,,
,'s,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4423,there,EX,Metaphor,,
,is,VBZ,,,
,no,DT,,,
,use,NN,,,
,pretending,VBG,,,
,the,DT,,,
,Saturn-Pluto,JJ,,,
,effect,NN,,,
,will,MD,,,
,be,VB,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4424,My,PRP$,Metaphor,,
,bone,NN,,,
,marrow,NN,,,
,was,VBD,,,
,harvested,VBN,,,
,a,DT,,,
,couple,NN,,,
,of,IN,,,
,weeks,NNS,,,
,ago,RB,,,
,and,CC,,,
,the,DT,,,
,whole,JJ,,,
,thing,NN,,,
,was,VBD,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4425,the,DT,Metaphor,,
,whole,JJ,,,
,thing,NN,,,
,was,VBD,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4426,I,PRP,Literal,,
,placed,VBD,,,
,the,DT,,,
,parcels,NNS,,,
,on,IN,,,
,the,DT,,,
,table,NN,,,
,and,CC,,,
,Mrs,NNP,,,
,Lewis,NNP,,,
,gave,VBD,,,
,me,PRP,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4427,Mrs,NNP,Literal,,
,Lewis,NNP,,,
,gave,VBD,,,
,me,PRP,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4428,is,VBZ,Literal,,
,there,EX,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,left,VBN,,,
,?,.,,,
4429,I,PRP,Literal,,
,made,VBD,,,
,him,PRP,,,
,an,DT,,,
,enormous,JJ,,,
,great,JJ,,,
,wad,NN,,,
,of,IN,,,
,cheese,JJ,,,
,sandwiches,NNS,,,
,and,CC,,,
,some,DT,,,
,apples,NNS,,,
,and,CC,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
4430,there,EX,Literal,,
,'s,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,in,IN,,,
,front,NN,,,
,of,IN,,,
,us,PRP,,,
,and,CC,,,
,",",",",,,
,and,CC,,,
,you,PRP,,,
,know,VBP,,,
,you,PRP,,,
,just,RB,,,
,want,VBP,,,
,it,PRP,,,
4431,there,EX,Literal,,
,'s,VBZ,,,
,a,DT,,,
,piece,NN,,,
,of,IN,,,
,cake,NN,,,
,in,IN,,,
,front,NN,,,
,of,IN,,,
,us,PRP,,,
,.,.,,,
4432,sell,NN,Simile,be sold quickly and in large quantities,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4433,It,PRP,Simile,,
,should,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
,if,IN,,,
,I,PRP,,,
,knock,VBP,,,
,it,PRP,,,
,into,IN,,,
,the,DT,,,
,right,JJ,,,
,sort,NN,,,
,of,IN,,,
,shape,NN,,,
4434,It,PRP,Simile,,
,should,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4435,It,PRP,Simile,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4436,Must-have,JJ,Simile,,
,mobiles,NNS,,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
,in,IN,,,
,Europe,NNP,,,
4437,This,DT,Simile,,
,then,RB,,,
,needs,VBZ,,,
,to,TO,,,
,be,VB,,,
,translated,VBN,,,
,into,IN,,,
,successful,JJ,,,
,product,NN,,,
,ranges,VBZ,,,
,that,WDT,,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4438,they,PRP,Simile,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4439,early,RB,Simile,,
,firmware,NN,,,
,are,VBP,,,
,going,VBG,,,
,to,TO,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
,on,IN,,,
,eBay,NN,,,
4440,Something,VBG,Simile,,
,that,DT,,,
,'s,VBZ,,,
,going,VBG,,,
,to,TO,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4441,They,PRP,Simile,,
,should,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4442,they,PRP,Simile,,
,'re,VBP,,,
,not,RB,,,
,going,VBG,,,
,to,TO,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4443,I,PRP,Simile,,
,think,VBP,,,
,it,PRP,,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
,as,IN,,,
,a,DT,,,
,collector,NN,,,
,'s,POS,,,
,item,NN,,,
4444,In,IN,Simile,,
,the,DT,,,
,town,NN,,,
,",",",",,,
,the,DT,,,
,pots,NNS,,,
,sell,VBP,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4445,Wooden,NNP,Simile,,
,dolly,RB,,,
,pegs,VBZ,,,
,that,IN,,,
,sell,VBP,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4446,I,PRP,Simile,,
,am,VBP,,,
,sure,JJ,,,
,it,PRP,,,
,would,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
4447,Conservatories,NNS,Simile,,
,that,WDT,,,
,meet,VBP,,,
,these,DT,,,
,specifications,NNS,,,
,will,MD,,,
,sell,VB,,,
,like,IN,,,
,hot,JJ,,,
,cakes,NNS,,,
,in,IN,,,
,2005,CD,,,
4448,not,RB,Metaphor,not justifiable because of the cost involved,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4449,aggressive,JJ,Metaphor,,
,expansion,NN,,,
,is,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
4450,Generally,NNP,Metaphor,,
,it,PRP,,,
,'s,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
,to,TO,,,
,try,VB,,,
,and,CC,,,
,dodge,VB,,,
,the,DT,,,
,revenue,NN,,,
,authorities,NNS,,,
4451,he,PRP,Metaphor,,
,may,MD,,,
,decide,VB,,,
,that,IN,,,
,the,DT,,,
,game,NN,,,
,'s,POS,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4452,the,DT,Metaphor,,
,masher,NN,,,
,decided,VBD,,,
,that,IN,,,
,the,DT,,,
,game,NN,,,
,was,VBD,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4453,you,PRP,Metaphor,,
,could,MD,,,
,be,VB,,,
,very,RB,,,
,tempted,JJ,,,
,to,TO,,,
,drop,VB,,,
,the,DT,,,
,whole,JJ,,,
,issue,NN,,,
,",",",",,,
,feeling,VBG,,,
,that,IN,,,
,it,PRP,,,
,is,VBZ,,,
,just,RB,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4454,It,PRP,Metaphor,,
,'s,VBZ,,,
,just,RB,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4455,the,DT,Metaphor,,
,game,NN,,,
,is,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
4456,you,PRP,Metaphor,,
,come,VBP,,,
,to,TO,,,
,the,DT,,,
,conclusion,NN,,,
,that,IN,,,
,defending,VBG,,,
,an,DT,,,
,accusation,NN,,,
,is,VBZ,,,
,just,RB,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4457,defending,VBG,Metaphor,,
,an,DT,,,
,accusation,NN,,,
,is,VBZ,,,
,just,RB,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4458,Even,RB,Metaphor,,
,the,DT,,,
,most,RBS,,,
,generous,JJ,,,
,buy-back,NN,,,
,programme,NN,,,
,is,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
,if,IN,,,
,it,PRP,,,
,is,VBZ,,,
,designed,VBN,,,
,to,TO,,,
,draw,VB,,,
,attention,NN,,,
4459,it,PRP,Metaphor,,
,is,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
,if,IN,,,
,it,PRP,,,
,is,VBZ,,,
,designed,VBN,,,
,to,TO,,,
,draw,VB,,,
,attention,NN,,,
4460,some,DT,Metaphor,,
,will,MD,,,
,think,VB,,,
,that,IN,,,
,revisiting,VBG,,,
,this,DT,,,
,incident,NN,,,
,a,DT,,,
,total,JJ,,,
,waste,NN,,,
,of,IN,,,
,time,NN,,,
,and,CC,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4461,contracts,NNS,Metaphor,,
,of,IN,,,
,less,JJR,,,
,than,IN,,,
,£,JJR,,,
,20m,CD,,,
,is,VBZ,,,
,just,RB,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
4462,it,PRP,Metaphor,,
,'s,VBZ,,,
,too,RB,,,
,burdensome,JJ,,,
,and,CC,,,
,not,RB,,,
,worth,IN,,,
,the,DT,,,
,candle,NN,,,
,to,TO,,,
,be,VB,,,
,present,JJ,,,
4463,their,PRP$,Metaphor,,
,relationship,NN,,,
,to,TO,,,
,royal,VB,,,
,government,NN,,,
,is,VBZ,,,
,not,RB,,,
,worth,JJ,,,
,the,DT,,,
,candle,NN,,,
4464,at,IN,Metaphor,easily,
,a,DT,,,
,canter,NN,,,
4465,he,PRP,Metaphor,,
,led,VBD,,,
,them,PRP,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
,downslope,NN,,,
,to,TO,,,
,where,WRB,,,
,the,DT,,,
,hills,NNS,,,
,opened,VBD,,,
,out,RP,,,
4466,he,PRP,Metaphor,,
,led,VBD,,,
,them,PRP,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
,downslope,NN,,,
4467,At,IN,Metaphor,,
,a,DT,,,
,canter,NN,,,
,",",",",,,
,students,NNS,,,
,tackle,VBP,,,
,hurdles,NNS,,,
,in,IN,,,
,equine,NN,,,
,science,NN,,,
4468,She,PRP,Metaphor,,
,turned,VBD,,,
,Midnight,NNP,,,
,on,IN,,,
,his,PRP$,,,
,hocks,NNS,,,
,and,CC,,,
,went,VBD,,,
,away,RB,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4469,she,PRP,Metaphor,,
,went,VBD,,,
,away,RB,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4470,He,PRP,Metaphor,,
,nodded,VBD,,,
,",",",",,,
,then,RB,,,
,turned,VBD,,,
,and,CC,,,
,rode,VB,,,
,away,RB,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4471,he,PRP,Metaphor,,
,rode,VBD,,,
,away,RB,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4472,they,PRP,Metaphor,,
,retained,VBD,,,
,their,PRP$,,,
,leadership,NN,,,
,of,IN,,,
,the,DT,,,
,Durham,NNP,,,
,Second,NNP,,,
,Division,NNP,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4473,Still,RB,Metaphor,,
,they,PRP,,,
,waited,VBD,,,
,",",",",,,
,as,IN,,,
,the,DT,,,
,Scots,NNP,,,
,came,VBD,,,
,on,IN,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4474,the,DT,Metaphor,,
,Scots,NNP,,,
,came,VBD,,,
,on,IN,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4475,he,PRP,Metaphor,,
,spurred,VBD,,,
,his,PRP$,,,
,hack,NN,,,
,forward,NN,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
,down,RP,,,
,the,DT,,,
,hill,NN,,,
4476,he,PRP,Metaphor,,
,spurred,VBD,,,
,his,PRP$,,,
,hack,NN,,,
,forward,NN,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4477,Crues,NNS,Metaphor,,
,win,VBP,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4478,He,PRP,Metaphor,,
,set,VBD,,,
,off,RP,,,
,across,IN,,,
,the,DT,,,
,marble,JJ,,,
,lake,NN,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4479,it,PRP,Metaphor,,
,outdistanced,VBD,,,
,it,PRP,,,
,at,IN,,,
,a,DT,,,
,canter,NN,,,
4480,by,IN,Metaphor,by a small margin,
,a,DT,,,
,canvas,NN,,,
4481,he,PRP,Metaphor,,
,lost,VBD,,,
,",",",",,,
,narrowly,RB,,,
,missing,VBG,,,
,out,RP,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
,to,TO,,,
,Sir,NNP,,,
,William,NNP,,,
4482,These,DT,Metaphor,,
,included,VBD,,,
,the,DT,,,
,exhilaration,NN,,,
,of,IN,,,
,the,DT,,,
,1952,CD,,,
,boat,NN,,,
,race,NN,,,
,when,WRB,,,
,Oxford,NNP,,,
,won,VBD,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4483,when,WRB,Metaphor,,
,Oxford,NNP,,,
,won,VBD,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4484,in,IN,Metaphor,,
,the,DT,,,
,end,NN,,,
,they,PRP,,,
,lost,VBD,,,
,the,DT,,,
,race,NN,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4485,R.,NNP,Metaphor,,
,A.,NN,,,
,F.,NNP,,,
,Benson,NNP,,,
,were,VBD,,,
,beaten,VBN,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4486,they,PRP,Metaphor,,
,were,VBD,,,
,beaten,VBN,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4487,Stanhope,NNP,Metaphor,,
,led,VBD,,,
,a,DT,,,
,sustained,VBN,,,
,burst,NN,,,
,at,IN,,,
,the,DT,,,
,mile,NN,,,
,when,WRB,,,
,they,PRP,,,
,were,VBD,,,
,leading,VBG,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4488,when,WRB,Metaphor,,
,they,PRP,,,
,were,VBD,,,
,leading,VBG,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4489,they,PRP,Metaphor,,
,won,VBD,,,
,",",",",,,
,but,CC,,,
,only,RB,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
,from,IN,,,
,Grosvenor,NNP,,,
4490,Imperial,NNP,Metaphor,,
,versus,NN,,,
,Cambridge,NNP,,,
,in,IN,,,
,the,DT,,,
,Brit,NNP,,,
,Cup,NNP,,,
,Imperial,NNP,,,
,started,VBD,,,
,well,RB,,,
,",",",",,,
,on,IN,,,
,Bucks,NNP,,,
,",",",",,,
,leading,VBG,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
,at,IN,,,
,the,DT,,,
,end,NN,,,
,of,IN,,,
,the,DT,,,
,island,NN,,,
4491,it,PRP,Metaphor,,
,started,VBD,,,
,well,RB,,,
,",",",",,,
,on,IN,,,
,Bucks,NNP,,,
,",",",",,,
,leading,VBG,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4492,Gent,NNP,Metaphor,,
,led,VBD,,,
,Crabtree,NNP,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
,at,IN,,,
,the,DT,,,
,Barrier,NNP,,,
,",",",",,,
,the,DT,,,
,wind,NN,,,
,has,VBZ,,,
,died,VBN,,,
,down,RP,,,
,at,IN,,,
,water,NN,,,
,level,NN,,,
,again,RB,,,
4493,Gent,NNP,Metaphor,,
,led,VBD,,,
,Crabtree,NNP,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
,at,IN,,,
,the,DT,,,
,Barrier,NNP,,,
4494,the,DT,Metaphor,,
,crews,NNS,,,
,were,VBD,,,
,matched,VBN,,,
,stroke,NN,,,
,for,IN,,,
,stroke,NN,,,
,until,IN,,,
,the,DT,,,
,halfway,NN,,,
,point,NN,,,
,and,CC,,,
,moved,VBN,,,
,ahead,RB,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4495,they,PRP,Metaphor,,
,moved,VBD,,,
,ahead,RB,,,
,by,IN,,,
,a,DT,,,
,canvas,NN,,,
4496,cap,NN,Euphemism,humbly asking for a favour,
,in,IN,,,
,hand,NN,,,
4497,she,PRP,Euphemism,,
,now,RB,,,
,knew,VBZ,,,
,that,IN,,,
,in,IN,,,
,no,DT,,,
,way,NN,,,
,would,MD,,,
,Silas,VB,,,
,be,VB,,,
,persuaded,VBN,,,
,to,TO,,,
,go,VB,,,
,cap,NN,,,
,in,IN,,,
,hand,NN,,,
,to,TO,,,
,Bertha,NNP,,,
4498,in,IN,Euphemism,,
,no,DT,,,
,way,NN,,,
,would,MD,,,
,Silas,VB,,,
,be,VB,,,
,persuaded,VBN,,,
,to,TO,,,
,go,VB,,,
,cap,NN,,,
,in,IN,,,
,hand,NN,,,
4499,Does,VBZ,Euphemism,,
,that,IN,,,
,mean,VB,,,
,I,PRP,,,
,got,VBD,,,
,ta,RB,,,
,phone,NN,,,
,Judge,NNP,,,
,cap,NN,,,
,in,IN,,,
,hand,NN,,,
,?,.,,,
4500,to,TO,Euphemism,,
,live,VB,,,
,in,IN,,,
,comparative,JJ,,,
,comfort,NN,,,
,without,IN,,,
,going,VBG,,,
,cap-in-hand,NN,,,
,to,TO,,,
,common,JJ,,,
,tradesmen,NNS,,,
4501,Mr,NNP,Euphemism,,
,Quarmby,NNP,,,
,describes,VBZ,,,
,himself,PRP,,,
,as,IN,,,
,going,VBG,,,
,cap,NN,,,
,in,IN,,,
,hand,NN,,,
,to,TO,,,
,the,DT,,,
,recording,NN,,,
,companies,NNS,,,
4502,an,DT,Euphemism,,
,official,NN,,,
,to,TO,,,
,whom,WP,,,
,the,DT,,,
,media,NNS,,,
,can,MD,,,
,go,VB,,,
,",",",",,,
,cap,NN,,,
,in,IN,,,
,hand,NN,,,
